Zoo Name,Location,City,State,SpeciesID,Species Name,Opening Balance - Male,Opening Balance - Female,Opening Balance - Unknown Sex,Opening Balance - Total,Birth - Male,Birth - Female,Birth - Unknown Sex,Acquisition - Male,Acquisition - Female,Acquisition - Unknown Sex,Death - Male,Death - Female,Death - Unknown Sex,Disposal - Male,Disposal - Female,Disposal - Unknown Sex,Closing Balance - Male,Closing Balance - Female,Closing Balance - Unknown Sex,Closing Balance - Total,Zoo Size,Total_Birth,Total_Acquisition,Total_Death,Total_Disposal,Calculated_Closing,Reporting_Error,Zone,Net_Growth,Is_Endangered,Mortality_Rate
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,5.0,Budgerigar (Melopsittac ) us undulatus,8.0,13.0,81.0,81.0,15.0,12.0,7.0,8.0,14.0,3.0,6.0,14.0,4.0,12.0,14.0,12.0,14.0,13.0,81.0,81.0,Medium,34.0,25.0,24.0,38.0,78.0,True,West,-3.0,False,0.3
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,6.0,Cockatiel (Nymphicus ) hollandicus,15.0,15.0,44.0,74.0,4.0,9.0,16.0,8.0,9.0,2.0,15.0,7.0,5.0,5.0,14.0,12.0,15.0,15.0,60.0,90.0,Medium,29.0,19.0,27.0,31.0,64.0,True,West,-10.0,False,0.36
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,7.0,Comb Duck (Sarkidiornis ) sylvicola,4.0,4.0,15.0,8.0,2.0,12.0,3.0,4.0,3.0,7.0,2.0,3.0,8.0,14.0,2.0,6.0,4.0,4.0,15.0,8.0,Medium,17.0,14.0,13.0,22.0,4.0,True,West,-4.0,False,1.62
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,8.0,"Common ostrich, (Struthio ) Ostrich camelus",2.0,2.0,5.0,5.0,2.0,10.0,3.0,2.0,10.0,5.0,9.0,11.0,7.0,13.0,15.0,3.0,3.0,4.0,14.0,7.0,Medium,15.0,17.0,27.0,31.0,-21.0,True,West,-26.0,False,5.4
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,9.0,Dalmatian Pelican (Pelecanus ) crispus,5.0,2.0,7.0,3.0,6.0,4.0,4.0,5.0,8.0,13.0,6.0,11.0,15.0,15.0,8.0,14.0,3.0,2.0,4.0,3.0,Medium,14.0,26.0,32.0,37.0,-26.0,True,West,-29.0,False,10.67
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,10.0,Emu (Dromaius ) novaehollan diae,8.0,14.0,4.0,5.0,2.0,13.0,9.0,5.0,10.0,2.0,4.0,7.0,15.0,4.0,14.0,10.0,2.0,15.0,4.0,5.0,Medium,24.0,17.0,26.0,28.0,-8.0,True,West,-13.0,False,5.2
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,11.0,*Eurasian Spoonbill (Platalea ) leucorodia,13.0,13.0,11.0,2.0,8.0,6.0,3.0,6.0,5.0,6.0,12.0,4.0,10.0,10.0,11.0,3.0,12.0,9.0,4.0,2.0,Medium,17.0,17.0,26.0,24.0,-14.0,True,West,-16.0,False,13.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,12.0,Finch sp. (Lonchura ) sp.,6.0,6.0,9.0,21.0,2.0,14.0,13.0,7.0,4.0,15.0,10.0,5.0,3.0,9.0,12.0,11.0,6.0,6.0,9.0,21.0,Medium,29.0,26.0,18.0,32.0,26.0,True,West,5.0,False,0.86
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,14.0,Great White (Pelecanus ) Pelican onocrotalus,4.0,7.0,5.0,11.0,7.0,14.0,13.0,5.0,14.0,15.0,14.0,12.0,4.0,10.0,13.0,11.0,4.0,7.0,2.0,11.0,Medium,34.0,34.0,30.0,34.0,15.0,True,West,4.0,False,2.73
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,15.0,"Green-cheeked (Pyrrhura ) Conure, molinae Green-cheeked Parakeet",2.0,5.0,9.0,2.0,12.0,15.0,8.0,5.0,12.0,12.0,6.0,14.0,3.0,15.0,4.0,4.0,7.0,13.0,15.0,2.0,Medium,35.0,29.0,23.0,23.0,20.0,True,West,18.0,False,11.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,16.0,"Grey Parrot, (Psittacus ) Jacquot erithacus",14.0,12.0,2.0,2.0,14.0,3.0,8.0,4.0,4.0,2.0,11.0,14.0,13.0,14.0,5.0,12.0,2.0,5.0,5.0,2.0,Medium,25.0,10.0,38.0,31.0,-32.0,True,West,-34.0,False,19.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,17.0,Indian Eagle Owl (Bubo ) bengalensis,8.0,11.0,13.0,7.0,15.0,2.0,10.0,12.0,9.0,14.0,8.0,8.0,13.0,10.0,5.0,15.0,2.0,4.0,12.0,12.0,Medium,27.0,35.0,29.0,30.0,10.0,True,West,3.0,False,4.14
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,18.0,Indian Spot-billed (Anas ) Duck poecilorhyn cha,2.0,3.0,5.0,5.0,6.0,13.0,5.0,5.0,15.0,2.0,3.0,10.0,8.0,13.0,4.0,10.0,2.0,3.0,4.0,5.0,Medium,24.0,22.0,21.0,27.0,3.0,True,West,-2.0,False,4.2
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,19.0,Lady Amherst's (Chrysoloph ) Pheasant us amherstiae,2.0,3.0,8.0,2.0,15.0,5.0,12.0,4.0,11.0,13.0,11.0,7.0,2.0,15.0,10.0,7.0,12.0,3.0,9.0,2.0,Medium,32.0,28.0,20.0,32.0,10.0,True,West,8.0,False,10.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,20.0,Little Cormorant (Microcarbo ) niger,3.0,3.0,4.0,6.0,8.0,3.0,2.0,11.0,2.0,2.0,6.0,3.0,8.0,4.0,5.0,12.0,3.0,3.0,12.0,6.0,Medium,13.0,15.0,17.0,21.0,-4.0,True,West,-10.0,False,2.83
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,21.0,*Peafowl (leucistic) (Pavo ) cristatus,2.0,4.0,3.0,3.0,12.0,12.0,14.0,6.0,12.0,14.0,13.0,4.0,3.0,7.0,6.0,11.0,2.0,2.0,7.0,3.0,Medium,38.0,32.0,20.0,24.0,29.0,True,West,26.0,False,6.67
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,22.0,Red Junglefowl (Gallus ) gallus,4.0,7.0,13.0,11.0,2.0,2.0,8.0,14.0,10.0,12.0,10.0,5.0,8.0,15.0,4.0,2.0,6.0,9.0,8.0,23.0,Medium,12.0,36.0,23.0,21.0,15.0,True,West,4.0,False,2.09
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,23.0,Ring-necked (Phasianus ) Pheasant colchicus,13.0,14.0,10.0,10.0,7.0,3.0,2.0,10.0,9.0,12.0,2.0,3.0,8.0,4.0,7.0,2.0,11.0,6.0,7.0,5.0,Medium,12.0,31.0,13.0,13.0,27.0,True,West,17.0,False,1.3
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,24.0,Rose-ringed (Psittacula ) Parakeet krameri,8.0,9.0,2.0,19.0,4.0,14.0,12.0,2.0,7.0,3.0,3.0,4.0,12.0,3.0,5.0,2.0,8.0,9.0,2.0,19.0,Medium,30.0,12.0,19.0,10.0,32.0,True,West,13.0,False,1.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,25.0,Silver Pheasant (Lophura ) nycthemera,3.0,5.0,6.0,14.0,4.0,2.0,3.0,13.0,11.0,10.0,13.0,9.0,12.0,14.0,4.0,12.0,6.0,8.0,6.0,20.0,Medium,9.0,34.0,34.0,30.0,-7.0,True,West,-21.0,False,2.43
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,26.0,*Asian Palm Civet (Paradoxuru ) s hermaphrod itus,2.0,2.0,6.0,4.0,8.0,13.0,3.0,5.0,12.0,13.0,7.0,7.0,4.0,15.0,3.0,8.0,2.0,2.0,3.0,7.0,Medium,24.0,30.0,18.0,26.0,14.0,True,West,10.0,False,4.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,27.0,*Asiatic Lion (Panthera ) leo persica,4.0,9.0,4.0,13.0,13.0,10.0,11.0,15.0,13.0,3.0,8.0,3.0,5.0,8.0,3.0,3.0,4.0,9.0,15.0,13.0,Medium,34.0,31.0,16.0,14.0,48.0,True,West,35.0,False,1.23
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,28.0,"*Asiatic Wild Dog, (Cuon ) Dhole, Indian Wild alpinus Dog, Red Dog",2.0,2.0,13.0,4.0,2.0,15.0,5.0,6.0,15.0,2.0,13.0,12.0,3.0,5.0,11.0,6.0,2.0,2.0,4.0,4.0,Medium,22.0,23.0,28.0,22.0,-1.0,True,West,-5.0,False,7.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,29.0,*Bengal Hanuman (Semnopithe ) langur cus entellus,10.0,2.0,13.0,2.0,9.0,9.0,6.0,6.0,10.0,8.0,9.0,14.0,12.0,13.0,12.0,11.0,12.0,2.0,5.0,2.0,Medium,24.0,24.0,35.0,36.0,-21.0,True,West,-23.0,False,17.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,30.0,*Bengal Tiger (Panthera ) tigris tigris,8.0,13.0,4.0,2.0,9.0,10.0,8.0,4.0,15.0,15.0,8.0,6.0,13.0,5.0,3.0,8.0,13.0,4.0,9.0,2.0,Medium,27.0,34.0,27.0,16.0,20.0,True,West,18.0,False,13.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,31.0,*Blackbuck (Antilope ) cervicapra,9.0,17.0,6.0,27.0,7.0,11.0,7.0,10.0,11.0,15.0,2.0,10.0,6.0,5.0,3.0,15.0,4.0,14.0,2.0,19.0,Medium,25.0,36.0,18.0,23.0,47.0,True,West,20.0,False,0.67
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,32.0,*Blackbuck (Antilope ) (leucistic/white) cervicapra,13.0,2.0,8.0,3.0,9.0,12.0,8.0,8.0,3.0,13.0,13.0,14.0,3.0,13.0,2.0,15.0,6.0,5.0,14.0,10.0,Medium,29.0,24.0,30.0,30.0,-4.0,True,West,-7.0,False,10.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,33.0,*Bonnet Macaque (Macaca ) radiata,3.0,2.0,15.0,5.0,13.0,15.0,15.0,3.0,5.0,9.0,10.0,3.0,15.0,8.0,5.0,2.0,3.0,2.0,11.0,5.0,Medium,43.0,17.0,28.0,15.0,22.0,True,West,17.0,False,5.6
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,34.0,*Chinkara (Gazella ) bennettii,3.0,2.0,8.0,5.0,4.0,4.0,3.0,13.0,15.0,2.0,5.0,3.0,9.0,2.0,3.0,13.0,12.0,2.0,14.0,3.0,Medium,11.0,30.0,17.0,18.0,11.0,True,West,6.0,False,3.4
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,35.0,Chital/ Spotted (Axis axis ) Deer,8.0,5.0,6.0,19.0,15.0,14.0,6.0,15.0,11.0,8.0,9.0,8.0,4.0,2.0,9.0,11.0,6.0,5.0,7.0,18.0,Medium,35.0,34.0,21.0,22.0,45.0,True,West,26.0,False,1.11
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,36.0,*Four-horned (Tetracerus ) Antelope quadricorni s,14.0,5.0,3.0,5.0,5.0,3.0,9.0,12.0,13.0,12.0,10.0,4.0,15.0,4.0,3.0,5.0,3.0,5.0,3.0,4.0,Medium,17.0,37.0,29.0,12.0,18.0,True,West,13.0,False,5.8
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,37.0,*Fox Common (Vulpes ) bengalensis,2.0,8.0,7.0,11.0,7.0,13.0,2.0,3.0,13.0,9.0,11.0,5.0,13.0,12.0,5.0,10.0,13.0,5.0,4.0,9.0,Medium,22.0,25.0,29.0,27.0,2.0,True,West,-9.0,False,2.64
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,38.0,*Himalayan Black (Ursus ) Bear thibetanus laniger,12.0,14.0,7.0,2.0,6.0,8.0,2.0,12.0,3.0,15.0,2.0,8.0,7.0,8.0,3.0,15.0,11.0,6.0,8.0,2.0,Medium,16.0,30.0,17.0,26.0,5.0,True,West,3.0,False,8.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,40.0,*Indian Hog Deer (Axis ) porcinus,4.0,9.0,6.0,19.0,14.0,2.0,4.0,7.0,15.0,14.0,6.0,8.0,14.0,3.0,11.0,6.0,6.0,13.0,7.0,20.0,Medium,20.0,36.0,28.0,20.0,27.0,True,West,8.0,False,1.47
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,41.0,*Indian Jackal (Canis ) aureus indicus,4.0,4.0,11.0,8.0,14.0,4.0,5.0,11.0,13.0,14.0,8.0,9.0,5.0,4.0,10.0,3.0,3.0,3.0,15.0,6.0,Medium,23.0,38.0,22.0,17.0,30.0,True,West,22.0,False,2.75
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,42.0,*Indian Wild Ass (Equus ) hemionus khur,4.0,8.0,9.0,12.0,11.0,4.0,8.0,6.0,15.0,15.0,15.0,15.0,15.0,8.0,7.0,13.0,2.0,11.0,12.0,7.0,Medium,23.0,36.0,45.0,28.0,-2.0,True,West,-14.0,False,3.75
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,43.0,*Indian Wolf (Canis lupus ) pallipes,3.0,2.0,15.0,5.0,7.0,2.0,15.0,11.0,9.0,4.0,7.0,3.0,10.0,2.0,15.0,2.0,2.0,2.0,8.0,4.0,Medium,24.0,24.0,20.0,19.0,14.0,True,West,9.0,False,4.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,44.0,*Jungle Cat (Felis chaus ),7.0,9.0,14.0,13.0,10.0,14.0,4.0,10.0,12.0,14.0,4.0,11.0,14.0,6.0,8.0,14.0,5.0,13.0,7.0,10.0,Medium,28.0,36.0,29.0,28.0,20.0,True,West,7.0,False,2.23
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,45.0,*Leopard (Panthera ) pardus,12.0,2.0,10.0,3.0,13.0,15.0,5.0,10.0,4.0,12.0,9.0,11.0,11.0,5.0,8.0,11.0,8.0,13.0,14.0,2.0,Medium,33.0,26.0,31.0,24.0,7.0,True,West,4.0,False,10.33
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,46.0,*Rhesus Macaque (Macaca ) mulatta,2.0,3.0,10.0,5.0,2.0,10.0,8.0,6.0,8.0,13.0,3.0,15.0,5.0,15.0,12.0,4.0,2.0,2.0,10.0,4.0,Medium,20.0,27.0,23.0,31.0,-2.0,True,West,-7.0,False,4.6
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,47.0,Sambar Deer (Rusa ) unicolor,10.0,10.0,2.0,22.0,4.0,12.0,5.0,7.0,6.0,6.0,2.0,2.0,14.0,3.0,4.0,3.0,7.0,8.0,3.0,18.0,Medium,21.0,19.0,18.0,10.0,34.0,True,West,12.0,False,0.82
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,48.0,*Sloth Bear (Melursus ) ursinus,5.0,7.0,2.0,2.0,2.0,8.0,2.0,12.0,5.0,4.0,6.0,3.0,10.0,6.0,3.0,9.0,9.0,5.0,13.0,2.0,Medium,12.0,21.0,19.0,18.0,-2.0,True,West,-4.0,False,9.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,49.0,*Smooth-coated (Lutrogale ) Otter perspicillata,8.0,7.0,11.0,12.0,15.0,11.0,8.0,5.0,15.0,9.0,3.0,14.0,9.0,5.0,13.0,11.0,4.0,13.0,14.0,2.0,Medium,34.0,29.0,26.0,29.0,20.0,True,West,8.0,False,2.17
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,50.0,Striped Hyena (Hyaena ) hyaena,13.0,13.0,8.0,2.0,13.0,15.0,8.0,10.0,7.0,13.0,14.0,13.0,15.0,10.0,6.0,15.0,13.0,7.0,4.0,14.0,Medium,36.0,30.0,42.0,31.0,-5.0,True,West,-7.0,False,21.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,51.0,*Tiger (Panthera ) (leucistic/White) tigris,4.0,6.0,9.0,10.0,10.0,3.0,5.0,5.0,6.0,15.0,7.0,9.0,12.0,13.0,3.0,5.0,3.0,5.0,13.0,8.0,Medium,18.0,26.0,28.0,21.0,5.0,True,West,-5.0,False,2.8
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,46.96859169199595,Reptilia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,False,West,0.0,False,0.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,53.0,*Common Rat (Ptyas ) Snake mucosa,9.0,13.0,6.0,2.0,6.0,2.0,3.0,12.0,2.0,10.0,10.0,4.0,10.0,15.0,7.0,12.0,10.0,14.0,10.0,2.0,Medium,11.0,24.0,24.0,34.0,-21.0,True,West,-23.0,False,12.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,54.0,Common Sand (Gongylophi ) Boa s conicus,13.0,9.0,2.0,2.0,4.0,15.0,11.0,9.0,9.0,10.0,10.0,2.0,4.0,14.0,13.0,13.0,5.0,8.0,2.0,2.0,Medium,30.0,28.0,16.0,40.0,4.0,True,West,2.0,False,8.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,55.0,Common Vine (Ahaetulla ) Snake nasuta,13.0,13.0,13.0,9.0,9.0,8.0,9.0,9.0,8.0,8.0,4.0,7.0,10.0,15.0,11.0,10.0,13.0,13.0,14.0,2.0,Medium,26.0,25.0,21.0,36.0,3.0,True,West,-6.0,False,2.33
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,56.0,*Gharial (Gavialis ) gangeticus,4.0,4.0,14.0,8.0,14.0,13.0,3.0,14.0,3.0,14.0,15.0,5.0,3.0,3.0,8.0,2.0,4.0,4.0,9.0,8.0,Medium,30.0,31.0,23.0,13.0,33.0,True,West,25.0,False,2.88
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,57.0,Green Iguana (Iguana ) iguana,7.0,7.0,6.0,2.0,7.0,14.0,5.0,10.0,7.0,3.0,14.0,7.0,6.0,10.0,5.0,14.0,6.0,2.0,11.0,2.0,Medium,26.0,20.0,27.0,29.0,-8.0,True,West,-10.0,False,13.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,58.0,*Indian Rock (Python ) Python molurus,2.0,2.0,8.0,4.0,10.0,14.0,14.0,9.0,4.0,7.0,4.0,15.0,15.0,2.0,11.0,4.0,2.0,2.0,5.0,4.0,Medium,38.0,20.0,34.0,17.0,11.0,True,West,7.0,False,8.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,59.0,Indian Star (Geochelone ) Tortoise elegans,2.0,3.0,5.0,10.0,10.0,8.0,4.0,9.0,14.0,4.0,7.0,15.0,10.0,7.0,8.0,15.0,2.0,3.0,5.0,10.0,Medium,22.0,27.0,32.0,30.0,-3.0,True,West,-13.0,False,3.2
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,60.0,*Marsh Crocodile (Crocodylus ) palustris,8.0,11.0,4.0,6.0,8.0,2.0,4.0,4.0,4.0,12.0,2.0,10.0,8.0,13.0,4.0,13.0,4.0,3.0,4.0,6.0,Medium,14.0,20.0,20.0,30.0,-10.0,True,West,-16.0,False,3.33
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,61.0,Montane Trinket (Coelognath ) us helena monticollari s,2.0,2.0,9.0,4.0,9.0,13.0,15.0,2.0,14.0,3.0,2.0,8.0,4.0,13.0,7.0,5.0,2.0,2.0,11.0,4.0,Medium,37.0,19.0,14.0,25.0,21.0,True,West,17.0,False,3.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,62.0,*Reticulated Python (Malayopyth ) on reticulatus,2.0,2.0,8.0,4.0,5.0,14.0,11.0,15.0,12.0,6.0,9.0,8.0,9.0,15.0,2.0,13.0,2.0,2.0,10.0,4.0,Medium,30.0,33.0,26.0,30.0,11.0,True,West,7.0,False,6.5
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,63.0,*Russell's Viper (Daboia ) russelii,6.0,12.0,4.0,2.0,9.0,14.0,12.0,7.0,15.0,11.0,13.0,4.0,11.0,6.0,8.0,8.0,11.0,8.0,6.0,2.0,Medium,35.0,33.0,28.0,22.0,20.0,True,West,18.0,False,14.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,64.0,*Spectacled Cobra (Naja naja ),8.0,8.0,13.0,2.0,7.0,13.0,7.0,5.0,7.0,14.0,11.0,11.0,10.0,4.0,13.0,5.0,4.0,3.0,7.0,2.0,Medium,27.0,26.0,32.0,22.0,1.0,True,West,-1.0,False,16.0
Rajkot Zoological Park,Rajkot,Rajkot,Gujarat,65.0,Whitaker's Boa (Eryx ) whitakeri,2.0,2.0,11.0,4.0,10.0,6.0,2.0,4.0,8.0,4.0,5.0,11.0,5.0,13.0,15.0,3.0,2.0,2.0,13.0,4.0,Medium,18.0,16.0,21.0,31.0,-14.0,True,West,-18.0,False,5.25
State Museum & Zoo,Thrissur,Thrissur,Kerala,1.0,Alexandrine (Psittacula ) Parakeet eupatria,3.0,9.0,7.0,3.0,7.0,6.0,7.0,14.0,4.0,2.0,8.0,9.0,11.0,15.0,6.0,14.0,8.0,5.0,7.0,3.0,Medium,20.0,20.0,28.0,35.0,-20.0,True,South,-23.0,False,9.33
State Museum & Zoo,Thrissur,Thrissur,Kerala,2.0,Black-crowned (Nycticorax ) Night Heron nycticorax,2.0,6.0,13.0,2.0,7.0,6.0,5.0,15.0,2.0,11.0,14.0,15.0,4.0,14.0,10.0,10.0,2.0,9.0,13.0,2.0,Medium,18.0,28.0,33.0,34.0,-19.0,True,South,-21.0,False,16.5
State Museum & Zoo,Thrissur,Thrissur,Kerala,3.0,Brahminy Kite (Haliastur ) indus,11.0,7.0,3.0,9.0,3.0,7.0,7.0,5.0,2.0,4.0,10.0,8.0,2.0,13.0,13.0,2.0,13.0,9.0,15.0,10.0,Medium,17.0,11.0,20.0,28.0,-11.0,True,South,-20.0,False,2.22
State Museum & Zoo,Thrissur,Thrissur,Kerala,4.0,Brown Fish Owl (Ketupa ) zeylonensis,6.0,14.0,9.0,9.0,3.0,12.0,11.0,15.0,10.0,12.0,6.0,3.0,6.0,12.0,7.0,14.0,2.0,9.0,9.0,9.0,Medium,26.0,37.0,15.0,33.0,24.0,True,South,15.0,False,1.67
State Museum & Zoo,Thrissur,Thrissur,Kerala,5.0,Chukar Partridge (Alectoris ) chukar,12.0,6.0,5.0,5.0,9.0,11.0,14.0,10.0,10.0,10.0,9.0,9.0,2.0,4.0,5.0,9.0,15.0,8.0,10.0,11.0,Medium,34.0,30.0,20.0,18.0,31.0,True,South,26.0,False,4.0
State Museum & Zoo,Thrissur,Thrissur,Kerala,6.0,"Common Rhea, (Rhea ) Greater Rhea americana",3.0,4.0,19.0,19.0,13.0,6.0,3.0,11.0,13.0,13.0,11.0,11.0,13.0,9.0,2.0,9.0,4.0,10.0,20.0,20.0,Medium,22.0,37.0,35.0,20.0,23.0,True,South,4.0,False,1.84
State Museum & Zoo,Thrissur,Thrissur,Kerala,7.0,"Common ostrich, (Struthio ) Ostrich camelus",11.0,2.0,12.0,2.0,3.0,2.0,2.0,12.0,14.0,13.0,11.0,12.0,15.0,14.0,5.0,12.0,6.0,2.0,10.0,2.0,Medium,7.0,39.0,38.0,31.0,-21.0,True,South,-23.0,False,19.0
State Museum & Zoo,Thrissur,Thrissur,Kerala,8.0,Emu (Dromaius ) novaehollan diae,13.0,4.0,14.0,8.0,6.0,11.0,13.0,10.0,13.0,2.0,9.0,2.0,3.0,14.0,8.0,6.0,13.0,2.0,2.0,8.0,Medium,30.0,25.0,14.0,28.0,21.0,True,South,13.0,False,1.75
State Museum & Zoo,Thrissur,Thrissur,Kerala,9.0,Golden Pheasant (Chrysoloph ) us pictus,2.0,5.0,9.0,3.0,8.0,11.0,14.0,14.0,8.0,7.0,12.0,12.0,6.0,5.0,8.0,11.0,2.0,5.0,3.0,2.0,Medium,33.0,29.0,30.0,24.0,11.0,True,South,8.0,False,10.0
State Museum & Zoo,Thrissur,Thrissur,Kerala,10.0,Great White (Pelecanus ) Pelican onocrotalus,3.0,12.0,10.0,13.0,12.0,8.0,7.0,10.0,8.0,7.0,3.0,3.0,15.0,9.0,5.0,15.0,13.0,4.0,3.0,9.0,Medium,27.0,25.0,21.0,29.0,15.0,True,South,2.0,False,1.62
State Museum & Zoo,Thrissur,Thrissur,Kerala,11.0,"Grey Parrot, (Psittacus ) Jacquot erithacus",13.0,10.0,5.0,3.0,11.0,12.0,11.0,6.0,9.0,12.0,14.0,7.0,9.0,12.0,7.0,4.0,7.0,8.0,10.0,9.0,Medium,34.0,27.0,30.0,23.0,11.0,True,South,8.0,False,10.0
State Museum & Zoo,Thrissur,Thrissur,Kerala,12.0,*Indian Peafowl (Pavo ) cristatus,2.0,3.0,8.0,5.0,6.0,10.0,10.0,7.0,13.0,4.0,14.0,10.0,13.0,14.0,8.0,2.0,3.0,15.0,14.0,4.0,Medium,26.0,24.0,37.0,24.0,-6.0,True,South,-11.0,False,7.4
State Museum & Zoo,Thrissur,Thrissur,Kerala,13.0,Intermediate Egret (Ardea ) intermedia,5.0,4.0,12.0,13.0,9.0,11.0,9.0,13.0,12.0,15.0,13.0,3.0,13.0,4.0,4.0,2.0,12.0,4.0,3.0,2.0,Medium,29.0,40.0,29.0,10.0,43.0,True,South,30.0,False,2.23
State Museum & Zoo,Thrissur,Thrissur,Kerala,14.0,Lady Amherst's (Chrysoloph ) Pheasant us amherstiae,10.0,14.0,2.0,2.0,7.0,3.0,14.0,2.0,8.0,14.0,11.0,12.0,2.0,8.0,9.0,5.0,6.0,2.0,11.0,2.0,Medium,24.0,24.0,25.0,22.0,3.0,True,South,1.0,False,12.5
State Museum & Zoo,Thrissur,Thrissur,Kerala,16.0,Little Cormorant (Microcarbo ) niger,15.0,14.0,6.0,6.0,9.0,8.0,7.0,14.0,6.0,2.0,15.0,2.0,13.0,13.0,8.0,10.0,14.0,7.0,6.0,6.0,Medium,24.0,22.0,30.0,31.0,-9.0,True,South,-15.0,False,5.0
State Museum & Zoo,Thrissur,Thrissur,Kerala,17.0,Purple Heron (Ardea ) purpurea,9.0,4.0,7.0,14.0,2.0,10.0,12.0,8.0,11.0,6.0,14.0,11.0,7.0,2.0,12.0,4.0,11.0,5.0,15.0,2.0,Medium,24.0,25.0,32.0,18.0,13.0,True,South,-1.0,False,2.29
State Museum & Zoo,Thrissur,Thrissur,Kerala,18.0,Rose-ringed (Psittacula ) Parakeet krameri,3.0,13.0,16.0,16.0,10.0,13.0,6.0,3.0,2.0,11.0,14.0,11.0,13.0,2.0,12.0,3.0,10.0,13.0,16.0,16.0,Medium,29.0,16.0,38.0,17.0,6.0,True,South,-10.0,False,2.38
State Museum & Zoo,Thrissur,Thrissur,Kerala,19.0,Silver Pheasant (Lophura ) nycthemera,14.0,7.0,13.0,2.0,5.0,11.0,9.0,13.0,15.0,4.0,6.0,10.0,3.0,5.0,14.0,10.0,5.0,13.0,14.0,2.0,Medium,25.0,32.0,19.0,29.0,11.0,True,South,9.0,False,9.5
State Museum & Zoo,Thrissur,Thrissur,Kerala,20.0,Western (Porphyrio ) Swamphen porphyrio,11.0,2.0,14.0,5.0,14.0,15.0,13.0,15.0,9.0,6.0,14.0,13.0,12.0,2.0,3.0,5.0,15.0,7.0,11.0,10.0,Medium,42.0,30.0,39.0,10.0,28.0,True,South,23.0,False,7.8
